year,question,option1,option2,option3,option4,difficulty
2015,"For a parallel beam of monochromatic light of wavelength ‘λ’, diffraction is produced by a single slit whose width ‘a’ is of the order of the wavelength of the light If ‘D’ is the distance of the screen from the slit, the width of the central maxima will be",unknown,unknown,unknown,unknown,tough
2015,"In a double slit experiment, the two slits are 1 mm apart and the screen is placed 1 m away. A monochromatic light of wavelength 500 nm is used. What will be the width of each slit for obtaining ten maxima of double slit within the central maxima of single slit pattern",0.2 mm,0.1 mm,0.5 mm,0.02 mm,easy
2015,"The refracting angle of a prism is A, and refractive index of the material of the prism is cot(A/2). The angle of minimum deviation is",180° - 3A,180° - 2A,90° - A,180° 2A,moderate
2015,"A certain metallic surface is illuminated with monochromatic light of wavelength, λ The stopping potential for photo-electric current for this light is 3V0. If the same surface is illuminated with light of wavelength 2 λ, the stopping potential V0. The threshold wavelength for this surface for photo-electric effect is",6 λ,4 λ,λ/4,λ/4,moderate
2015,"Consider 3rd orbit of He+ (Helium), using non-relativistic approach, the speed of electron in this orbit will be",2.92 x 106 m/s,1.46 x 106 m/s,0.73 x 106 m/s,3.0 x 108 m/s,easy
2015,Which logic gate is represented by the following combination of logic gates,OR,NAND,AND,NOR,moderate
2016,Gause's principle of competitive exclusion states that,More abundant species will exclude the less abundant species through competition,Competition for the same resources excludes species having different food preferences,No two species can occupy the same niche indefinitely for the same limiting resources,Larger organisms exclude smaller ones through competition,easy
2016,The two polypeptides of human insulin are linked together by,Hydrogen bonds,Phosphodiester bond,Covalent bond,Disulphide bridges,easy
2016,The coconut water from tender coconut represents,Endocarp,Fleshy mesocarp,Free nuclear proembryo,Free nuclear endosperm,moderate
2016,Which of the following statements is wrong for viroids,They lack a protein coat,They are smaller than viruses,They cause infections,Their RNA is of high molecular weight,easy
2016,Which of the following featrues is not present in the Phylum - Arthropoda,Chitinous exoskeleton,Metameric segmentation,Parapodia,Jointed appendages,moderate
2016,Which of the following most appropriately describes haemophilia,Recessive gene disorder,X - linked recessive gene disorder,Chromosomal disorder,Dominant gene disorder,easy
2016,Emerson's enhancement effect and Red drop have been instrumental in the discovery of,Photophosphorylation and non-cyclic electron transport,Two photosystems operating simultaneously,Photophosphorylation and cyclic electron transport,Oxidative phosphorylation,moderate
2016,"In which of the following, all three are macronutrients","Boron, zinc, manganese","Iron, copper, molybdenum","Molybdenum, magnesium, manganese","Nitrogen, nickel, phosphorus",easy
2016,Name the chronic respiratory disorder caused mainly by cigarette smoking,Emphysema,Asthma,Respiratory acidosis,Respiratory alkalosis,easy
2016,A system of rotating crops with legume or grass pasture to improve soil structure and fertility is called,Ley farming,Contour farming,Strip farming,Shifting agriculture,easy
2016,Mitochondria and chloroplast are :(a) semi-autonomous organelles (b) formed by division of pre-existing organelles and they contain DNA but lack protein synthesizing machinery Which one of the following options is correct,Both (a) and (b) are correct,(b) is true but (a) is false,(a) is true but (b) is false,Both (a) and (b) are false,moderate
2016,"In context of Amniocentesis, which of the following statement is incorrect",It is usually done when a woman is between 14-16 weeks pregnant,It is used for prenatal sex determination,It can be used for detection of Down syndrome,It can be used for detection of Cleft palate,moderate
2016,In a chloroplast the highest number of protons are found in,Stroma,Lumen of thylakoids,Inter membrane space,Antennae complex,easy
2016,Photosensitive compound in human eye is made up of,Guanosine and Retinol,Opsin and Retinal,Opsin and Retinol,Transducin and Retinene,easy
2016,Spindle fibres attach on to,Telomere of the chromosome,Kinetochore of the chromosome,Centromere of the chromosome,Kinetosome of the chromosome,easy
2016,Which is the National Aquatic Animal of India,Gangetic shark,River dolphin,Blue whale,Sea-horse,easy
2016,Which of the following is required as inducer(s) for the expression of Lac operon,Glucose,Galactose,Lactose,Lactose and galactose,moderate
2016,Which of the following pairs of hormones are not antagonistic (having opposite effects) to each other,Parathormone– Calcitonin,Insulin– Glucagon,Aldosterone- Atrial Natriuretic Factor,Relaxin- Inhibin,moderate
2016,Microtubules are the constituents of,"Cilia, Flagella and Peroxisomes","Spindle fibres, Centrioles and Cilia","Centrioles, Spindle fibres and Chromatin","Centrosome, Nucleosome and Centrioles",easy
2016,A complex of ribosomes attached to a single strand of RNA is known as,Polysome,Polymer,Polypeptide,Okazaki fragment,easy
2016,Fertilization in humans is practically feasible only if,the sperms are transported into vagina just after the release of ovum in fallopian tube,the ovum and sperms are transported simultaneously to ampullary isthmic junction of the fallopian tube,the ovum and sperms are transported simultaneously to ampullary - isthmic junction of the cervix,the sperms are transported into cervix within 48 hrs of release of ovum in uterus,moderate
2016,Asthma may be attributed to,bacterial infection of the lungs,allergic reaction of the mast cells in the lungs,inflammation of the trachea,accumulation of fluid in the lungs,moderate
2016,The Avena curvature is used for bioassay of,ABA,GA3,IAA,Ethylene,moderate
2016,The standard petal of a papilionaceous corolla is also called,Carina,Pappus,Vexillum,Corona,easy
2016,Tricarpellary syncarpous gynoecium is found in flowers of,Liliaceae,Solanaceae,Fabaceae,Poaceae,moderate
2016,One of the major components of cell wall of most fungi is,Chitin,Peptidoglycan,Cellulose,Hemicellulose,easy
2016,Select the incorrect statement,FSH stimulates the sertoli cells which help in spermiogenesis,LH triggers ovulation in ovary,LH and FSH decrease gradually during the follicular phase,LH triggers secretion of androgens from the Leydig cells,tough
2016,In meiosis crossing over is initiated at,Pachytene,Leptotene,Zygotene,Diplotene,moderate
2016,A tall true breeding garden pea plant is crossed with a dwarf true breeding garden pea plant. When the F1 plants were selfed the resulting genotypes were in the ratio of,1 : 2 : 1 :: Tall homozygous : Tall heterozygous : Dwarf,1 : 2 : 1 :: Tall heterozygous : Tall homozygous : Dwarf,3 : 1 :: Tall : Dwarf,3 : 1 :: Dwarf : Tall,easy
2016,Which of the following is the most important cause of animals and plants being driven to extinction,Over - exploitation,Alien species invasion,Habitat loss and fragmentation,Co-extinctions,moderate
2016,Which of the following is a characteristic feature of cropland ecosystem,Absence of soil organisms,Least genetic diversity,Absence of weeds,Ecological succession,easy
2016,Changes in GnRH pulse frequency in females is controlled by circulating levels of,estrogen and progesterone,estrogen and inhibin,progesterone only,progesterone and inhibin,moderate
2016,Which of the following is not a feature of the plasmids,Independent replication,Circular structure,Transferable,Single - stranded,easy
2016,Which of the following features is not present in Periplaneta americana,Schizocoelom as body cavity,Indeterminate and radial cleavage during embryonic development,Exoskeleton composed of N-acetylglucosamine,Metamerically segmented body,moderate
2016,"In higher vertebrates, the immune system can distinguish self-cells and non-self. If this property is lost due to genetic abnormality and it attacks selfcells, then it leads to",Allergic response,Graft rejection,Auto-immune disease,Active immunity,moderate
2016,Joint Forest Management Concept was introduced in India during,1960,1970,1980,1990,moderate
2016,Pick out the correct statements : (a) Haemophilia is a sex-linked recessive disease (b) Down's syndrome is due to aneuploidy (c) Phenylketonuria is an autosomal recessive gene disorder. (d) Sickle cell anaemia is a X-linked recessive gene disorder,(a) and (d) are correct,(b) and (d) are correct,"(a), (c) and (d) are correct","(a), (b) and (c) are correct",tough
2016,Which one of the following statements is wrong,Cyanobacteria are also called blue-green algae,Golden algae are also called desmids,Eubacteria are also called false bacteria,Phycomycetes are also called algal fungi,easy
2016,Proximal end of the filament of stamen is attached to the,Anther,Connective,Placenta,Thalamus or petal,easy
2016,Which of the following approaches does not give the defined action of contraceptive,Barrier methods prevent fertilization,"Intra uterine devices Increase phagocytosis of sperms, suppress sperm motility and fertilizing capacity of sperms","Hormonal contraceptives Prevent/retard entry of sperms, prevent ovulation and fertilization",Vasectomy Prevents spermatogenesis,tough
2016,The taq polymerase enzyme is obtained from,Thermus aquaticus,Thiobacillus ferroxidans,Bacillus subtilis,Pseudomonas putida,easy
2016,Identify the correct statement on 'inhibin',"Inhibits the secretion of LH, FSH and Prolactin",Is produced by granulose cells in ovary and inhibits the secretion of FSH,Is produced by granulose cells in ovary and inhibits the secretion of LH,Is produced by nurse cells in testes and inhibits the secretion of LH,moderate
2016,Which part of the tobacco plant is infected by Meloidogyne incognita,Flower,Leaf,Stem,Root,easy
2016,Antivenom injection contains preformed antibodies while polio drops that are administered into the body contain,Activated pathogens,Harvested antibodies,Gamma globulin,Attenuated pathogens,easy
2016,Which one of the following cell organelles is enclosed by a single membrane,Mitochondria,Chloroplasts,Lysosomes,Nuclei,easy
2016,Lack of relaxation between successive stimuli in sustained muscle contraction is known as,Spasm,Fatigue,Tetanus,Tonus,moderate
2016,Which of the following is not a stem modification,Pitcher of Nepenthes,Thorns of citrus,Tendrils of cucumber,Flattened structures of Opuntia,moderate
2016,Water soluble pigments found in plant cell vacuoles are,Xanthophylls,Chlorophylls,Carotenoids,Anthocyanins,easy
2016,Select the correct statement,Gymnosperms are both homosporous and heterosporous,"Salvinia, Ginkgo and Pinus all are gymnosperms",Sequoia is one of the tallest trees,The leaves of gymnosperms are not well adapted to extremes of climate,moderate
2016,Which of the following is not required for any of the techniques of DNA fingerprinting available at present,Polymerase chain reaction,Zinc finger analysis,Restriction enzymes,DNA–DNA hybridization,tough
2016,Which type of tissue correctly matches with its location,unknown,unknown,unknown,unknown,moderate
2016,"A plant in your garden avoids photorespiratory losses, has improved water use efficiency shows high rates of photosynthesis at high temperatures and has improved efficiency of nitrogen utilisation. In which of the following physiological groups would you assign this plant",C3,C4,CAM,Nitrogen fixer,easy
2016,Which of the following structures is homologus to the wing of a bird,Dorsal fin of a Shark,Wing of a Moth,Hind limb of Rabbit,Flipper of Whale,easy
2016,Which of the following characteristic features always holds true for the corresponding group of animals,Cartilaginous endoskeleton Chondrichthyes,Viviparous Mammalia,Possess a mouth with an upper and a lower jaw Chordata,3 - chambered heart with one incompletely divided ventricle Reptilia,moderate
2016,Which of the following statements is not true for cancer cells in relation to mutations,Mutations in proto-oncogenes accelerate the cell cycle,Mutations destroy telomerase inhibitor,Mutations inactive the cell control,Mutations inhibit production of telomerase,tough
2016,The amino acid Tryptophan is the precursor for the synthesis of,Melatonin and Serotonin,Thyroxine and Triiodothyronine,Estrogen and Progesterone,Cortisol and Cortisone,moderate
2016,Following are the two statements regarding the origin of life :(a) The earliest organisms that appeared on the earth were non-green and presumably anaerobes. (b) The first autotrophic organisms were the chemoautotrophs that never released oxygen. Of the above statements which one of the following options is correct,(a) is correct but (b) is false,(b) is correct but (a) is false,Both (a) and (b) are correct,Both (a) and (b) are false,easy
2016,Reduction in pH of blood will,reduce the rate of heart beat,reduce the blood supply to the brain,decrease the affinity of hemoglobin with oxygen.,release bicarbonate ions by the liver,easy
2016,Analogous structures are a result of,Divergent evolution,Convergent evolution,Shared ancestry,Stabilizing selection,moderate
2016,Which of the following is a restriction endonuclease,Hind II,Protease,DNase I,RNase,easy
2016,The term ecosystem was coined by,E.P. Odum,A.G. Tansley,E. Haeckel,E. Warming,easy
2016,Which one of the following statements is wrong,Sucrose is a disaccharide,Cellulose is a polysaccharide,Uracil is a pyrimidine,Glycine is a sulphur containing amino acid,easy
2016,"In bryophytes and pteridophytes, transport of male gametes requires",Wind,Insects,Birds,Water,moderate
2016,When does the growth rate of a population following the logistic model equal zero ? The logistic model is given as dN/dt = rN(1–N/K),when N/K is exactly one,when N nears the carrying capacity of the habitat,when N/K equals zero,when death rate is greater than birth rate,moderate
2016,Which one of the following statements is not true,Tapetum helps in the dehiscence of anther,Exine of pollen grains is made up of sporopollenin,Pollen grains of many species cause severe allergies,Stored pollen in liquid nitrogen can be used in the crop breeding programmes,moderate
2016,Which of the following would appear as the pioneer organisms on bare rocks,Lichens,Liverworts,Mosses,Green algae,easy
2016,Which one of the following is the starter codon,AUG,UGA,UAA,UAG,easy
2016,Which one of the following characteristics is not shared by birds and mammals,Ossified endoskeleton,Breathing using lungs,Viviparity,Warm blooded nature,moderate
2016,Nomenclature is governed by certain universal rules. Which one of the following is contrary to the rules of nomenclature,Biological names can be written in any language,"The first word in a biological name represents the genus name, and the second is a specific epithet",The names are written in Latin and are italicised,"When written by hand, the names are to be underlined",easy
2016,Blood pressure in the pulmonary artery is,same as that in the aorta,more than that in the carotid,more than that in the pulmonary vein,less than that in the venae cavae,moderate
2016,Cotyledon of maize grain is called,plumule,coleorhiza,coleoptile,scutellum,easy
2016,"In the stomach, gastric acid is secreted by the",gastrin secreting cells,parietal cells,peptic cells,acidic cells,easy
2016,Depletion of which gas in the atmosphere can lead to an increased incidence of skin cancers,Nitrous oxide,Ozone,Ammonia,Methane,easy
2016,"Chrysophytes, Euglenoids, Dinoflagellates and Slime moulds are included in the kingdom",Monera,Protista,Fungi,Animalia,easy
2016,Water vapour comes out from the plant leaf through the stomatal opening. Through the same stomatal opening carbon dioxide diffuses into the plant during photosynthesis. Reason out the above statements using one of following options,Both processes cannot happen simultaneously,Both processes can happen together because the diffusion coefficient of water and CO2 is different,The above processes happen only during night time,"One process occurs during day time, and the other at night",tough
2016,"In mammals, which blood vessel would normally carry largest amount of urea",Renal Vein,Dorsal Aorta,Hepatic Vein,Hepatic Portal Vein,moderate
2016,Seed formation without fertilization in flowering plants involves the process of,Sporulation,Budding,Somatic hybridization,Apomixis,moderate
2016,Which of the following is wrongly matched in the given table,Trichoderma polysporum Cyclosporin A immunosuppressive drug,Monascus purpureus Statins lowering of blood cholesterol,Streptococcus Streptokinase removal of clot from blood vessel,Clostridium butylicum Lipase removal of oil stains,moderate
2016,"In a testcross involving F1 dihybrid flies, more parental-type offspring were produced than the recombinant-type offspring. This indicates",The two genes are located on two different chromosomes,Chromosomes failed to separate during meiosis,The two genes are linked and present on the same chromosome,Both of the characters are controlled by more than one gene,moderate
2016,"It is much easier for a small animal to run uphill than for a large animal, because",It is easier to carry a small body weight,Smaller animals have a higher metabolic rate,Small animals have a lower O2 requirement,The efficiency of muscles in large animals is less than in the small animals,easy
2016,Which of the following is not a characteristic feature during mitosis in somatic cells,Spindle fibres,Disappearance of nucleolus,Chromosome movement,Synapsis,easy
2016,Which of the following statements is not correct,"Pollen grains of many species can germinate on the stigma of a flower, but only one pollen tube of the same species grows into the style",Insects that consume pollen or nectar without bringing about pollination are called pollen/nectar robbers,Pollen germination and pollen tube growth are regulated by chemical components of pollen interacting with those of the pistil,Some reptiles have also been reported as pollinators in some plant species,tough
2016,Specialised epidermal cells surrounding the guard cells are called,Complementary cells,Subsidiary cells,Bulliform cells,Lenticels,easy
2016,Which of the following guards the opening of hepatopancreatic duct into the duodenum,Semilunar valve,Ileocaecal valve,Pyloric sphincter,Sphincter of Oddi,moderate
2016,Stems modified into flat green organs performing the functions of leaves are known as,Cladodes,Phyllodes,Phylloclades,Scales,moderate
2016,"The primitive prokaryotes responsible for the production of biogas from the dung of ruminant animals, include the",Halophiles,Thermoacidiophiles,Methanogens,Eubacteria,easy
2016,A river with an inflow of domestic sewage rich in organic waste may result in,Drying of the river very soon due to algal bloom,Increased population of aquatic food web organisms,An increased production of fish due to biodegradable nutrients,Death of fish due to lack of oxygen,moderate
2016,A cell at telophase stage is observed by a student in a plant brought from the field. He tells his teacher that this cell is not like other cells at telophase stage. There is no formation of cell plate and thus the cell is containing more number of chromosomes as compared to other dividing cells. This would result in,Aneuploidy,Polyploidy,Somaclonal variation,Polyteny,tough
2016,A typical fat molecule is made up of,Three glycerol molecules and one fatty acid molecule,One glycerol and three fatty acid molecules,One glycerol and one fatty acid molecule,Three glycerol and three fatty acid molecules,easy
2016,"Consider the molecules CH4, NH3 and H2O. Which of the given statements is false","The H –C–H bond angle in CH4, the H–N–H bond angle in NH3, and the H–O–H bond angle in H2O ar all greater than 90°",The H–O–H bond angle in H2O is larger than the H–C–H bond angle in CH4,The H–O–H bond angle in H2O is smaller than the H–N–H bond angle in NH3,The H–C–H bond angle in CH4 is larger than the H–N–H bond angle in NH3,moderate
2016,In the reaction H–CCH 2 3 3 2 (1)NaNH/liq.NH (2)CHCHBr X 2 3 3 2 (1)NaNH/liq.NH (2)CHCHBr Y X and Y are,X = 1-Butyne ; Y = 3-Hexyne,X = 2-Butyne ; Y = 3-Hexyne,X = 2-Butyne ; Y = 2-Hexyne,X = 1-Butyne ; Y = 2-Hexyne,moderate
2016,"Among the following, the correct order of acidity is",HClO3 < HClO4 < HClO2 < HClO,HClO < HClO2 < HClO3 < HClO4.,HClO2 < HClO < HClO3 < HClO4,HClO4 < HClO2 < HClO < HClO3,easy
2016,The rate of a first-order reaction is 0.04 mol –1s–1 at 10 seconds and 0.03 mol –1s–1 at 20 seconds after initiation of the reaction. The half-life period of the reaction is,24.1 s,34.1 s,44.1 s,54.1 s,moderate
2016,Which one of the following characteristics is associated with adsorption, G is negative but H and S are positive,"G, H and S all are negative",G and H are negative but S is positive,G and S are negative but H is positive,moderate
2016,In which of the following options the order of arrangement does not agree with the variation of property indicated against it,Al3+ < Mg2+ < Na+ < F– (increasing ionic size),B < C < N < O (increasing first ionisation enthalpy),I < Br < Cl < F (increasing electron gain enthalpy),Li < Na < K < Rb (increasing metallic radius),tough
2016,Which of the following statements is false,Mg2+ ions form a complex with ATP,Ca2+ ions are important in blood clotting,Ca2+ ions are not important in maintaining the regular beating of the heart,Mg2+ ions are important in the green parts of plants,easy
2016,Which of the following statements about hydrogen is incorrect,hydrogen has three isotopes of which tritium is the most common,Hydrogen never acts as cation in ionic salts,"Hydronium ion, H3O+ exists freely in solution",Dihydrogen does not act as a reducing agent,moderate
2016,"The correct statement regarding a carbonyl compound with a hydrogen atom on its alphacarbon,is",a carbonyl compound with a hydrogen atom on its alpha-carbon never equilibrates with its corresponding enol, a carbonyl compound with a hydrgen atom on its alpha-carbon rapidly equilibrates with its corresponding enol and this process is known as aldehyde-ketone equilibration,a carbonyl compound with a hydrogen atom on its alpha-carbon rapidly equilibrates with its corresponding enol and this process is known as carbonylation,a carbonyl compound with a hydrogen atom on its alpha-carbon rapidly equilibrates with its corresponding enol and this process is known as keto-enol tautomerism,easy
2016,"MY and NY3, two nearly insoluble salts, have the same Ksp values of 6.2 × 10–13 at room temperature. Which statement would be true in regard to MY and NY3",The molar solubilities of MY and NY3 in water are identical,The molar solubility of MY in water is less than that of NY3,The salts MY and NY3 are more soluble in 0.5 M KY than in pure water,The addition of the salt of KY to solution of MY and NY3 will have no effect on their solubilities,moderate
2016,In a protein molecule various amino acids are linked together by,-glycosidic bond,-glycosidic bond,peptide bond,dative bond,easy
2016,Natural rubber has,All cis-configuration,All trans-configuration,Alternate cis-and trans-configuration,Random cis-and trans-configuration,easy
2016,Which one of the following statements is correct when SO2 is passed through acidified K2Cr2O7 solution,The solution turns blue,The solution is decolourized,SO2 is reduced,Green Cr2(SO4)3 is formed,moderate
2016,"The electronic configurations of Eu(Atomic No 63), Gd(Atomic No 64) and Tb (Atomic No. 65) are","[Xe]4f76s2, [Xe]4f8 6s2 and [Xe]4f85d16s2","[Xe]4f75d16s2, [Xe]4f7 5d1 6s2 and [Xe]4f96s2","[Xe]4f65d16s2, [Xe]4f75d16s2 and [Xe]4f85d16s2","[Xe]4f76s2, [Xe]4f75d16s2 and [Xe]4f96s2",moderate
2016,Two electrons occupying the same orbital are distinguished by,Principal quantum number,Magnetic quantum number,Azimuthal quantum number,Spin quantum number,easy
2016,Which copper is heated with conc. HNO3 it produces,Cu(NO3)2 and NO2,Cu (NO3)2 and NO,"Cu(NO3)2, NO and NO2",Cu(NO3)2 and N2O,easy
2016,"Which of the following reagents would distingusih cis-cyclopenta-1,2-diol from the trans-isomer",Acetone,Ozone,MnO2,Aluminium isopropxide,moderate
2016,The correct thermodynamic conditions for the spontaneous reaction at all temperatures is,H < 0 and S = 0,H > 0 and S < 0,H < 0 and S > 0,H < 0 and S < 0,easy
2016,Lithium has a bcc structure. Its density is 530 kg m–3 and its atomic mass is 6.94 g mol–1. Calculate the edge length of a unit cell of Lithium metal,154 pm,352 pm,527 pm,264 pm,tough
2016,Which one of the following orders is correct for the bond dissociation enthalpy of halogen molecules, I2 > Br2 > Cl2 > F2,Cl2 > Br2 > F2 > I2,Br2 > I2 > F2 > Cl2,F2 > Cl2 > Br2 > I2,moderate
2016,Which of the following is an analgesic,Novalgin,Penicillin,Streptomycin,Chloromycetin,easy
2016,Equal moles of hydrogen and oxygen gases are placed in a container with a pin-hole through which both can escape. What fraction of the oxygen escapes in the time required for one-half of the hydrogen to escape,1/8,1/4,3/8,1/2,moderate
2016,"Consider the nitration of benzene using mixed conc. H2SO4 and HNO3. If a large amount of KHSO4 is added to the mixture, the rate of nitration will be",faster,slower,unchanged,doubled,moderate
2016,Predict the correct order among the following, lone pair- lone pair > lone pair - bond pair > bond pair - bond pair, lone pair - lone pair > bond pair - bond pair > lone pair - bond pair,bond pair - bond pair > lone pair - bond pair > lone pair - lone pair, lone pair - bond pair > bond pair - bond pair > lone pair - lone pair,moderate
2016,The product obtained as a result of a reaction of nitrogen with CaC2 is,Ca(CN)2,CaCN,CaCN3,Ca2CN,tough
2016,Consider the following liquid - vapour equilibrium. Liquid Vapour Which of the following relations is correct,d nG H dT RT,  v d nP H dT RT,d nP H dT T,d nP H dT RT,tough
2016,Match the compounds given in column I with the hybridisation and shape given in column II and mark the correct option. Column-I Column-II (a) XeF6 (i) Distorted octahedral (b) XeO3 (ii) Square planar (c) XeOF4 (iii) pyramidal (d) XeF4 (iv) Square pyramidal,(i) (iii) (iv) (ii),(i) (ii) (iv) (iii),(iv) (iii) (i) (ii),(iv) (i) (ii) (iii),moderate
2016,Which of the following has longest C–O bond length? (Free C–O bond length in Co is,Ni(CO)4,[Co(CO)4],[Fe(CO)4]2-,[Mn(CO)6]+,tough
2016,The pressure of H2 required to make the potential of H2-electrode zero in pure water at 298 K is,10–14 atm,10–12 atm,10–10 atm,10–4 atm,tough
2016,The addition of a catalyst during a chemical reaction alters which of the following quantities,Entropy,Internal energy,Enthalpy, Activation energy,easy
2016,The ionic radii of A+ and B– ions are 0.98 × 10–10m and 1.81 × 10–10 m. The coordination number of each ion in AB is,6,4,8,2,tough
2016,Which is the correct statement for the given acids,Phosphinic acid is a diprotic acid while phosphonic acid is a monoprotic acid,Phosphinic acid is a monoprotic acid while phosphonic acid is a diprotic acid,Both are triprotic acids,Both are diprotic acids,moderate
2016,Fog is colloidal solution of,Liquid in gas,Gas in liquid,Solid in gas,Gas in gas,easy
2016,Which of the following statement about the composition of the vapour over an ideal a 1 : 1 molar mixture of benzene and toluene is correct? Assume that the temperature is constant at 25°C,The vapour will contain a higher percentage of benzene,The vapour will contain a higher percentage of toluene,The vapour will contain equal amounts of benezene and toluene,Not enough information is given to make a predication,moderate
2016,The correct statement regarding the comparison of staggered and eclipsed conformation of ethane,"The staggered conformation of ethane is less stable than eclipsed conformation, because staggered conformation has torsional strain","The eclipsed conformation of ethane is more stable than staggered conformation, because eclipsed conformation has no torsional strain",The eclipsed conformation of ethane is more stable than staggered conformation even through the eclipsed conformation has torsional strain,"The staggered conformation of ethane is more stable than eclipsed conformation, because staggered conformation has no torsional strain",easy
2016,The reaction Can be classified as,Williamson ether synthesis reaction,Alcohol formation reaction,Dehydration reaction,Williamson alcohol synthesis reaction,easy
2016,The product formed by the reaction of an aldehyde with a primary amine is,Schiff base,Ketone,Carboxylic acid,Aromatic acid,easy
2016,Which of the following biphenyls is optically active,unknown,unknown,unknown,unknown,tough
2016,"At 100°C the vapour pressure of a solution of 6.5g of a solute in 100 g water is 732 mm. If Kb = 0.52, the boiling point of this solution will be",101°C,100°C,102°C,103°C,moderate
2016,"The correct statement regarding RNA and DNA, respectively is",The sugar component in RNA is arabinose and the sugar component in DNA is 2'-deoxyribose,The sugar component in RNA is ribose and the sugar component in DNA is 2'-deoxyribose,The sugar component in RNA is arabinose,The sugar component in RNA is 2'-deoxyribose and the sugar component in DNA is arabinose,easy
2016,The correct statement regarding the basicity of arylamines is,Arylamines are generally less basic than alkylamines because the nitrogen lone-pair electrons are delocalized by interaction with the aromatic ring  electron system,Arylamines are generally more basic than alkylamines because the nitrogen lone-pair electrons are not delocalized by interaction with the aromatic ring  electron system,Arylamines are generally more basic than alkylamines because of aryl group,"Arylamines are generally more basic than alkylamines, because the nitrongen atom in arylamines is sp-hybridized",moderate
2016,Which one given below is a non-reducing sugar,Maltose,Lactose,Glucose,Sucrose,easy
2016,"The pair of electron in the given carbanion,  3 CHC CΘ, is present in which of the following orbitals",2p,sp3,sp2,sp,moderate
2016,"From a disc of radius R and mass M, a circular hole of diameter R, whose rim passes through the centre is cut. What is the moment of inertia of the remaining part of the disc about a perpendicular axis, passing through the centre",15 MR2/32,13 MR2/32,11 MR2/32,9 MR2/32,moderate
2016,"A square loop ABCD carrying a current i, is placed near and coplanar with a long straight conductor XY carrying a current I, the net force on the loop will be",2 Ii 3  ,0Ii 2  ,2 IiL 3  ,0IiL 2  ,moderate
2016,The magnetic susceptibility is negative for,diamagnetic material only,paramagnetic material only,ferromagnetic material only,paramagnetic and ferromagnetic materials,easy
2016,"A siren emitting a sound of frequency 800 Hz moves away from an observer towards a cliff at a speed of 15ms–1. Then, the frequency of sound that the observer hears in the echo reflected from the cliff is",765 Hz,800 Hz,838 Hz,885 Hz,easy
2016,"A capacitor of 2µF is charged as shown in the diagram. When the switch S is turned to position 2, the percentage of its stored energy dissipated is",0%,20%,75%,80%,easy
2016,"In a diffraction pattern due to a single slit of width 'a', the first minimum is observed at an angle 30° when light of wavelength 5000 Å is incident on the slit. The first secondary maximum is observed at an angle of",sin–1 1/4,sin–1 2/3,sin–1 1/2,sin–1 3/4,moderate
2016,At what height from the surface of earth the gravitation potential and the value of g are–5.4 × 107 Jkg–2 and 6.0 ms–2 respectively ? Take the radius of earth as 6400 km,2600 km,1600 km,1400 km,2000 km,moderate
2016,Out of the following options which one can be used to produce a propagating electromagnetic wave,A charge moving at constant velocity,A stationary charge,A chargeless particle,An accelerating charge,easy
